,State Name,Dist Name,Annual Rainfall(mm),NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),Avg Max Temp,Avg Min Temp,Latitude,Longitude,best_crop,Soil_type
727,Punjab,Bhatinda,928.0,69.2,27.2,3.6,31.66,17.66,31.6,75.3,WHEAT,PSAMMENTS 
728,Punjab,Bhatinda,928.0,75.3,23.5,1.2,31.07,17.68,31.6,75.3,WHEAT,PSAMMENTS 
729,Punjab,Bhatinda,928.0,79.5,18.8,1.7,31.66,17.52,31.6,75.3,WHEAT,PSAMMENTS 
730,Punjab,Bhatinda,928.0,79.2,18.0,2.8,31.25,17.46,31.6,75.3,WHEAT,PSAMMENTS 
731,Punjab,Bhatinda,928.0,76.9,20.6,2.5,31.21,17.66,31.6,75.3,WHEAT,PSAMMENTS 
732,Punjab,Sangrur,779.0,80.5,17.7,1.7,31.14,17.66,31.0,75.9,SUGARCANE,INCEPTISOLS 
733,Punjab,Sangrur,779.0,76.5,22.9,0.6,30.58,17.72,31.0,75.9,SUGARCANE,INCEPTISOLS 
734,Punjab,Sangrur,779.0,84.0,15.3,0.7,31.07,17.44,31.0,75.9,SUGARCANE,INCEPTISOLS 
735,Punjab,Sangrur,779.0,78.2,20.7,1.1,30.66,17.4,31.0,75.9,SUGARCANE,INCEPTISOLS 
736,Punjab,Sangrur,779.0,76.4,22.6,1.0,30.72,17.59,31.0,75.9,SUGARCANE,INCEPTISOLS 
737,Punjab,Patiala,870.0,80.6,17.9,1.5,30.68,17.81,30.0,76.5,SUGARCANE,INCEPTISOLS 
738,Punjab,Patiala,870.0,80.7,19.1,0.2,30.14,17.88,30.0,76.5,SUGARCANE,INCEPTISOLS 
739,Punjab,Patiala,870.0,81.2,17.8,1.0,30.59,17.57,30.0,76.5,SUGARCANE,INCEPTISOLS 
740,Punjab,Patiala,870.0,94.9,3.9,1.2,30.2,17.54,30.0,76.5,SUGARCANE,INCEPTISOLS 
741,Punjab,Patiala,870.0,86.8,11.5,1.7,30.27,17.73,30.0,76.5,SUGARCANE,INCEPTISOLS 
742,Haryana,Hissar,447.0,72.7,25.2,2.1,32.08,18.13,29.2,75.7,SUGARCANE,PSAMMENTS 
743,Haryana,Hissar,447.0,75.0,24.1,0.9,31.56,18.23,29.2,75.7,SUGARCANE,PSAMMENTS 
744,Haryana,Hissar,447.0,79.8,19.3,0.9,32.02,17.93,29.2,75.7,SUGARCANE,PSAMMENTS 
745,Haryana,Hissar,447.0,74.0,23.0,3.0,31.72,17.99,29.2,75.7,SUGARCANE,PSAMMENTS 
746,Haryana,Hissar,447.0,75.7,23.1,1.2,31.76,18.17,29.2,75.7,WHEAT,PSAMMENTS 
747,Haryana,Gurgaon,474.0,67.2,30.6,2.2,31.46,19.42,28.5,76.8,SUGARCANE,INCEPTISOLS 
748,Haryana,Gurgaon,474.0,63.8,35.4,0.9,31.01,19.58,28.5,76.8,SUGARCANE,INCEPTISOLS 
749,Haryana,Gurgaon,474.0,72.6,24.3,3.2,31.36,19.17,28.5,76.8,SUGARCANE,INCEPTISOLS 
750,Haryana,Gurgaon,474.0,67.6,29.2,3.2,31.11,19.28,28.5,76.8,SUGARCANE,INCEPTISOLS 
751,Haryana,Gurgaon,474.0,64.9,33.6,1.5,31.27,19.46,28.5,76.8,WHEAT,INCEPTISOLS 
752,Haryana,Jind,606.0,74.8,23.2,1.9,31.39,18.2,29.5,76.4,SUGARCANE,INCEPTISOLS 
753,Haryana,Jind,606.0,76.7,22.8,0.5,30.9,18.32,29.5,76.4,BARLEY,INCEPTISOLS 
754,Haryana,Jind,606.0,82.9,16.0,1.1,31.31,17.97,29.5,76.4,SUGARCANE,INCEPTISOLS 
755,Haryana,Jind,606.0,79.7,16.9,3.4,30.99,18.01,29.5,76.4,SUGARCANE,INCEPTISOLS 
756,Haryana,Jind,606.0,77.3,21.8,0.9,31.08,18.2,29.5,76.4,WHEAT,INCEPTISOLS 
757,Haryana,Ambala,959.0,74.1,22.9,3.1,30.27,17.94,30.4,76.7,SUGARCANE,INCEPTISOLS 
758,Haryana,Ambala,959.0,75.7,22.8,1.5,29.75,18.03,30.4,76.7,SUGARCANE,INCEPTISOLS 
759,Haryana,Ambala,959.0,82.6,16.2,1.2,30.14,17.66,30.4,76.7,SUGARCANE,INCEPTISOLS 
760,Haryana,Ambala,959.0,77.3,18.8,3.9,29.79,17.67,30.4,76.7,SUGARCANE,INCEPTISOLS 
761,Haryana,Ambala,959.0,83.3,14.3,2.4,29.89,17.83,30.4,76.7,WHEAT,INCEPTISOLS 
762,Haryana,Karnal,761.0,72.8,24.7,2.5,30.61,18.36,29.7,77.0,SUGARCANE,INCEPTISOLS 
763,Haryana,Karnal,761.0,77.4,21.0,1.6,30.13,18.49,29.7,77.0,SUGARCANE,INCEPTISOLS 
764,Haryana,Karnal,761.0,86.2,12.9,0.9,30.51,18.11,29.7,77.0,SUGARCANE,INCEPTISOLS 
765,Haryana,Karnal,761.0,78.9,18.5,2.6,30.18,18.14,29.7,77.0,SUGARCANE,INCEPTISOLS 
766,Haryana,Karnal,761.0,81.9,16.5,1.6,30.27,18.32,29.7,77.0,WHEAT,INCEPTISOLS 
767,Haryana,Rohtak,511.0,69.7,29.9,0.4,31.59,18.79,28.9,76.6,SUGARCANE,INCEPTISOLS 
768,Haryana,Rohtak,511.0,77.5,22.3,0.1,31.11,18.93,28.9,76.6,SUGARCANE,INCEPTISOLS 
769,Haryana,Rohtak,511.0,81.7,17.8,0.5,31.5,18.55,28.9,76.6,SUGARCANE,INCEPTISOLS 
770,Haryana,Rohtak,511.0,79.4,19.4,1.2,31.21,18.62,28.9,76.6,SUGARCANE,INCEPTISOLS 
771,Haryana,Rohtak,511.0,75.0,23.6,1.3,31.31,18.81,28.9,76.6,WHEAT,INCEPTISOLS 
772,Uttar Pradesh,Saharanpur,1164.0,80.5,16.6,2.9,29.88,18.16,29.9,77.9,SUGARCANE,INCEPTISOLS 
773,Uttar Pradesh,Saharanpur,1164.0,74.6,23.3,2.1,29.39,18.29,29.9,77.9,SUGARCANE,INCEPTISOLS 
774,Uttar Pradesh,Muzaffarnagar,839.0,78.5,18.1,3.4,30.29,18.65,29.5,77.7,SUGARCANE,INCEPTISOLS 
775,Uttar Pradesh,Muzaffarnagar,839.0,76.6,21.7,1.7,29.84,18.81,29.5,77.7,SUGARCANE,INCEPTISOLS 
776,Uttar Pradesh,Muzaffarnagar,839.0,76.7,20.5,2.8,30.14,18.35,29.5,77.7,SUGARCANE,INCEPTISOLS 
777,Uttar Pradesh,Muzaffarnagar,839.0,73.9,21.6,4.5,29.9,18.47,29.5,77.7,SUGARCANE,INCEPTISOLS 
782,Uttar Pradesh,Buland Shahar,745.0,76.0,20.7,3.3,31.12,19.52,28.3,77.9,SUGARCANE,INCEPTISOLS 
783,Uttar Pradesh,Buland Shahar,745.0,73.8,23.1,3.1,30.75,19.76,28.3,77.9,SUGARCANE,INCEPTISOLS 
784,Uttar Pradesh,Buland Shahar,745.0,77.2,20.0,2.7,31.0,19.25,28.3,77.9,SUGARCANE,INCEPTISOLS 
785,Uttar Pradesh,Buland Shahar,745.0,74.1,21.5,4.4,30.79,19.4,28.3,77.9,SUGARCANE,INCEPTISOLS 
786,Uttar Pradesh,Aligarh,774.0,74.4,21.9,3.7,31.62,19.81,27.9,78.1,SUGARCANE,INCEPTISOLS 
787,Uttar Pradesh,Aligarh,774.0,65.4,31.2,3.4,31.26,20.06,27.9,78.1,SUGARCANE,INCEPTISOLS 
788,Uttar Pradesh,Aligarh,774.0,77.9,19.4,2.7,31.5,19.54,27.9,78.1,SUGARCANE,INCEPTISOLS 
789,Uttar Pradesh,Aligarh,774.0,74.4,21.3,4.3,31.29,19.69,27.9,78.1,SUGARCANE,INCEPTISOLS 
790,Uttar Pradesh,Mathura,696.0,62.5,36.0,1.6,31.79,19.83,27.6,77.6,SUGARCANE,INCEPTISOLS 
791,Uttar Pradesh,Mathura,696.0,62.0,35.6,2.4,31.41,20.07,27.6,77.6,SUGARCANE,INCEPTISOLS 
792,Uttar Pradesh,Mathura,696.0,76.9,20.4,2.8,31.68,19.58,27.6,77.6,SUGARCANE,INCEPTISOLS 
793,Uttar Pradesh,Mathura,696.0,74.0,21.6,4.5,31.47,19.73,27.6,77.6,SUGARCANE,INCEPTISOLS 
794,Uttar Pradesh,Mathura,696.0,69.2,26.0,4.9,31.66,19.91,27.6,77.6,SUGARCANE,INCEPTISOLS 
795,Uttar Pradesh,Agra,766.0,62.3,34.7,3.0,32.1,20.0,27.2,78.0,SUGARCANE,INCEPTISOLS 
796,Uttar Pradesh,Agra,766.0,62.3,33.8,3.9,31.73,20.24,27.2,78.0,SUGARCANE,INCEPTISOLS 
797,Uttar Pradesh,Agra,766.0,77.1,20.1,2.7,31.94,19.68,27.2,78.0,SUGARCANE,INCEPTISOLS 
798,Uttar Pradesh,Agra,766.0,74.1,21.5,4.4,31.77,19.88,27.2,78.0,SUGARCANE,INCEPTISOLS 
799,Uttar Pradesh,Agra,766.0,69.2,26.0,4.8,31.99,20.06,27.2,78.0,SUGARCANE,INCEPTISOLS 
800,Uttar Pradesh,Mainpuri,762.0,66.5,30.3,3.2,32.42,20.02,27.3,79.1,SUGARCANE,INCEPTISOLS 
801,Uttar Pradesh,Mainpuri,762.0,68.4,29.5,2.1,32.1,20.31,27.3,79.1,SUGARCANE,INCEPTISOLS 
802,Uttar Pradesh,Mainpuri,762.0,77.3,20.0,2.7,32.21,19.67,27.3,79.1,SUGARCANE,INCEPTISOLS 
803,Uttar Pradesh,Mainpuri,762.0,74.1,21.5,4.4,32.1,19.92,27.3,79.1,SUGARCANE,INCEPTISOLS 
804,Uttar Pradesh,Mainpuri,762.0,69.2,26.0,4.8,32.31,20.07,27.3,79.1,SUGARCANE,INCEPTISOLS 
805,Uttar Pradesh,Etah,741.0,71.6,26.5,1.9,32.11,20.0,27.6,78.8,SUGARCANE,INCEPTISOLS 
806,Uttar Pradesh,Etah,741.0,72.3,25.0,2.7,31.77,20.28,27.6,78.8,SUGARCANE,INCEPTISOLS 
807,Uttar Pradesh,Etah,741.0,77.5,19.8,2.7,31.94,19.68,27.6,78.8,SUGARCANE,INCEPTISOLS 
808,Uttar Pradesh,Etah,741.0,74.2,21.4,4.4,31.77,19.87,27.6,78.8,SUGARCANE,INCEPTISOLS 
809,Uttar Pradesh,Etah,741.0,69.3,26.0,4.8,31.99,20.04,27.6,78.8,SUGARCANE,INCEPTISOLS 
810,Uttar Pradesh,Bareilly,1071.0,79.9,18.1,2.0,30.95,19.66,28.4,79.4,SUGARCANE,INCEPTISOLS 
811,Uttar Pradesh,Bareilly,1071.0,77.3,20.5,2.3,30.68,19.88,28.4,79.4,SUGARCANE,INCEPTISOLS 
812,Uttar Pradesh,Budaun,891.0,69.9,21.2,8.9,31.45,19.83,28.1,79.0,SUGARCANE,INCEPTISOLS 
813,Uttar Pradesh,Budaun,891.0,75.1,22.5,2.4,31.12,20.09,28.1,79.0,SUGARCANE,INCEPTISOLS 
814,Uttar Pradesh,Moradabad,953.0,80.4,17.5,2.0,30.58,19.32,28.7,78.7,SUGARCANE,INCEPTISOLS 
815,Uttar Pradesh,Moradabad,953.0,77.2,20.3,2.5,30.22,19.57,28.7,78.7,SUGARCANE,INCEPTISOLS 
816,Uttar Pradesh,Moradabad,953.0,77.3,20.0,2.7,30.41,19.0,28.7,78.7,SUGARCANE,INCEPTISOLS 
817,Uttar Pradesh,Moradabad,953.0,74.2,21.4,4.4,30.26,19.21,28.7,78.7,SUGARCANE,INCEPTISOLS 
818,Uttar Pradesh,Moradabad,953.0,69.3,26.0,4.8,30.45,19.35,28.7,78.7,SUGARCANE,INCEPTISOLS 
819,Uttar Pradesh,Shahjahanpur,1093.0,81.9,15.4,2.8,31.35,19.79,28.0,79.9,SUGARCANE,INCEPTISOLS 
820,Uttar Pradesh,Shahjahanpur,1093.0,76.0,21.5,2.5,31.22,19.94,28.0,79.9,SUGARCANE,INCEPTISOLS 
821,Uttar Pradesh,Pilibhit,1173.0,78.0,18.2,3.8,30.7,19.5,28.5,79.9,SUGARCANE,INCEPTISOLS 
822,Uttar Pradesh,Pilibhit,1173.0,73.6,21.8,4.6,30.54,19.63,28.5,79.9,SUGARCANE,INCEPTISOLS 
823,Uttar Pradesh,Pilibhit,1173.0,77.5,19.8,2.7,30.49,19.13,28.5,79.9,SUGARCANE,INCEPTISOLS 
824,Uttar Pradesh,Pilibhit,1173.0,74.2,21.4,4.4,30.48,19.38,28.5,79.9,SUGARCANE,INCEPTISOLS 
825,Uttar Pradesh,Rampur,1093.0,79.7,16.0,4.3,30.56,19.38,28.8,79.1,SUGARCANE,INCEPTISOLS 
826,Uttar Pradesh,Rampur,1093.0,75.7,21.1,3.2,30.22,19.64,28.8,79.1,SUGARCANE,INCEPTISOLS 
827,Uttar Pradesh,Bijnor,959.0,82.1,15.9,1.9,30.23,18.9,28.7,78.7,SUGARCANE,INCEPTISOLS 
828,Uttar Pradesh,Bijnor,959.0,78.1,20.2,1.7,29.8,19.09,28.7,78.7,SUGARCANE,INCEPTISOLS 
829,Uttar Pradesh,Bijnor,959.0,77.2,20.1,2.7,30.05,18.56,28.7,78.7,SUGARCANE,INCEPTISOLS 
830,Uttar Pradesh,Bijnor,959.0,74.1,21.5,4.4,29.85,18.73,28.7,78.7,SUGARCANE,INCEPTISOLS 
831,Uttar Pradesh,Bijnor,959.0,69.2,26.0,4.8,30.03,18.87,28.7,78.7,SUGARCANE,INCEPTISOLS 
832,Uttar Pradesh,Farrukhabad,871.0,68.3,25.9,5.9,32.1,19.99,27.2,79.5,SUGARCANE,INCEPTISOLS 
833,Uttar Pradesh,Farrukhabad,871.0,61.0,30.3,8.8,31.9,20.22,27.2,79.5,SUGARCANE,INCEPTISOLS 
834,Uttar Pradesh,Farrukhabad,871.0,76.8,20.4,2.8,31.91,19.67,27.2,79.5,SUGARCANE,INCEPTISOLS 
835,Uttar Pradesh,Farrukhabad,871.0,74.0,21.6,4.5,31.83,19.88,27.2,79.5,SUGARCANE,INCEPTISOLS 
836,Uttar Pradesh,Farrukhabad,871.0,69.2,26.0,4.9,32.03,20.02,27.2,79.5,SUGARCANE,INCEPTISOLS 
837,Uttar Pradesh,Etawah,553.0,64.9,30.2,4.8,32.39,20.06,27.1,78.7,SUGARCANE,INCEPTISOLS 
838,Uttar Pradesh,Etawah,553.0,69.6,27.7,2.7,32.09,20.37,27.1,78.7,SUGARCANE,INCEPTISOLS 
839,Uttar Pradesh,Fatehpur,885.0,73.5,22.4,4.1,32.34,20.2,25.9,80.1,SUGARCANE,INCEPTISOLS 
840,Uttar Pradesh,Fatehpur,885.0,73.5,24.1,2.4,32.64,20.12,25.9,80.1,SUGARCANE,INCEPTISOLS 
841,Uttar Pradesh,Fatehpur,885.0,77.4,19.8,2.7,32.19,19.89,25.9,80.1,SUGARCANE,INCEPTISOLS 
842,Uttar Pradesh,Fatehpur,885.0,74.2,21.4,4.4,32.47,19.87,25.9,80.1,SUGARCANE,INCEPTISOLS 
843,Uttar Pradesh,Fatehpur,885.0,69.3,26.0,4.8,32.73,20.05,25.9,80.1,SUGARCANE,INCEPTISOLS 
844,Uttar Pradesh,Allahabad,1027.0,73.4,22.0,4.7,32.55,20.35,25.5,81.7,SUGARCANE,INCEPTISOLS 
845,Uttar Pradesh,Allahabad,1027.0,76.7,20.6,2.6,32.98,20.2,25.5,81.7,SUGARCANE,INCEPTISOLS 
846,Uttar Pradesh,Allahabad,1027.0,77.3,19.9,2.7,32.43,20.05,25.5,81.7,SUGARCANE,INCEPTISOLS 
847,Uttar Pradesh,Allahabad,1027.0,74.2,21.4,4.4,32.7,19.95,25.5,81.7,SUGARCANE,INCEPTISOLS 
848,Uttar Pradesh,Jhansi,999.0,58.7,39.0,2.3,32.89,19.52,25.5,78.6,SUGARCANE,INCEPTISOLS 
849,Uttar Pradesh,Jhansi,999.0,69.2,28.8,2.0,32.88,19.52,25.5,78.6,SUGARCANE,INCEPTISOLS 
850,Uttar Pradesh,Jhansi,999.0,76.8,20.4,2.8,32.48,19.1,25.5,78.6,SUGARCANE,INCEPTISOLS 
851,Uttar Pradesh,Jhansi,999.0,74.0,21.6,4.5,33.22,19.86,25.5,78.6,SUGARCANE,INCEPTISOLS 
852,Uttar Pradesh,Jhansi,999.0,69.1,26.0,4.9,33.08,20.03,25.5,78.6,SUGARCANE,INCEPTISOLS 
853,Uttar Pradesh,Jalaun,1045.0,67.3,30.6,2.1,32.54,19.88,26.0,79.5,SUGARCANE,INCEPTISOLS 
854,Uttar Pradesh,Jalaun,1045.0,71.0,27.0,1.9,32.4,20.13,26.0,79.5,SUGARCANE,INCEPTISOLS 
855,Uttar Pradesh,Jalaun,1045.0,75.1,22.0,2.9,32.34,19.58,26.0,79.5,SUGARCANE,INCEPTISOLS 
856,Uttar Pradesh,Jalaun,1045.0,73.3,22.0,4.7,32.35,19.83,26.0,79.5,SUGARCANE,INCEPTISOLS 
857,Uttar Pradesh,Banda,1005.0,61.4,35.4,3.1,32.76,20.25,25.5,80.4,SUGARCANE,INCEPTISOLS 
858,Uttar Pradesh,Banda,1005.0,69.6,28.4,2.0,33.07,20.2,25.5,80.4,SUGARCANE,INCEPTISOLS 
859,Uttar Pradesh,Banda,1005.0,76.3,20.9,2.8,32.6,19.96,25.5,80.4,SUGARCANE,INCEPTISOLS 
860,Uttar Pradesh,Banda,1005.0,73.8,21.7,4.5,32.88,19.95,25.5,80.4,SUGARCANE,INCEPTISOLS 
861,Uttar Pradesh,Banda,1005.0,69.0,26.0,5.0,33.15,20.13,25.5,80.4,SUGARCANE,INCEPTISOLS 
862,Uttar Pradesh,Varanasi,1114.0,65.0,28.5,6.5,32.57,20.66,25.3,83.0,SUGARCANE,INCEPTISOLS 
863,Uttar Pradesh,Varanasi,1114.0,61.3,35.1,3.6,32.91,20.48,25.3,83.0,SUGARCANE,INCEPTISOLS 
869,Uttar Pradesh,Jaunpur,1079.0,73.0,23.6,3.4,32.41,20.34,25.7,82.6,SUGARCANE,INCEPTISOLS 
870,Uttar Pradesh,Jaunpur,1079.0,73.1,23.7,3.1,32.75,20.18,25.7,82.6,SUGARCANE,INCEPTISOLS 
871,Uttar Pradesh,Jaunpur,1079.0,77.9,19.4,2.7,32.32,20.1,25.7,82.6,SUGARCANE,INCEPTISOLS 
872,Uttar Pradesh,Jaunpur,1079.0,74.4,21.3,4.3,32.34,19.95,25.7,82.6,SUGARCANE,INCEPTISOLS 
873,Uttar Pradesh,Ghazipur,1008.0,71.0,25.3,3.8,32.35,20.69,25.7,83.6,SUGARCANE,INCEPTISOLS 
874,Uttar Pradesh,Ghazipur,1008.0,70.7,26.7,2.6,32.61,20.47,25.7,83.6,SUGARCANE,INCEPTISOLS 
875,Uttar Pradesh,Ghazipur,1008.0,77.5,19.8,2.7,32.13,20.38,25.7,83.6,SUGARCANE,INCEPTISOLS 
876,Uttar Pradesh,Ghazipur,1008.0,74.2,21.4,4.4,32.14,20.25,25.7,83.6,SUGARCANE,INCEPTISOLS 
877,Uttar Pradesh,Ghazipur,1008.0,69.3,26.0,4.8,32.15,20.3,25.7,83.6,SUGARCANE,INCEPTISOLS 
878,Uttar Pradesh,Ballia,1085.0,72.7,23.8,3.4,31.76,20.56,25.9,84.0,SUGARCANE,INCEPTISOLS 
879,Uttar Pradesh,Ballia,1085.0,70.0,27.8,2.2,31.98,20.32,25.9,84.0,SUGARCANE,INCEPTISOLS 
880,Uttar Pradesh,Ballia,1085.0,77.4,19.8,2.7,31.5,20.24,25.9,84.0,SUGARCANE,INCEPTISOLS 
881,Uttar Pradesh,Ballia,1085.0,74.2,21.4,4.4,31.51,20.11,25.9,84.0,SUGARCANE,INCEPTISOLS 
882,Uttar Pradesh,Gorakhpur,1274.0,72.9,22.6,4.5,31.37,19.95,26.8,83.4,SUGARCANE,INCEPTISOLS 
883,Uttar Pradesh,Gorakhpur,1274.0,69.6,25.9,4.5,31.63,19.77,26.8,83.4,SUGARCANE,INCEPTISOLS 
884,Uttar Pradesh,Deoria,1237.0,68.1,25.8,6.1,31.45,20.09,26.8,83.9,SUGARCANE,INCEPTISOLS 
885,Uttar Pradesh,Deoria,1237.0,70.8,24.9,4.3,31.7,19.89,26.8,83.9,SUGARCANE,INCEPTISOLS 
886,Uttar Pradesh,Basti,1234.0,69.2,25.8,5.0,31.41,19.71,26.8,82.8,SUGARCANE,INCEPTISOLS 
887,Uttar Pradesh,Basti,1234.0,74.5,22.4,3.1,31.59,19.64,26.8,82.8,SUGARCANE,INCEPTISOLS 
888,Uttar Pradesh,Basti,1234.0,77.3,19.9,2.7,31.25,19.49,26.8,82.8,SUGARCANE,INCEPTISOLS 
889,Uttar Pradesh,Basti,1234.0,74.2,21.4,4.4,31.26,19.49,26.8,82.8,SUGARCANE,INCEPTISOLS 
890,Uttar Pradesh,Basti,1234.0,69.3,26.0,4.8,31.39,19.58,26.8,82.8,SUGARCANE,INCEPTISOLS 
891,Uttar Pradesh,Azamgarh,1048.0,72.1,25.2,2.7,32.23,20.19,26.0,83.2,SUGARCANE,INCEPTISOLS 
892,Uttar Pradesh,Azamgarh,1048.0,75.2,22.8,2.0,32.5,20.02,26.0,83.2,SUGARCANE,INCEPTISOLS 
893,Uttar Pradesh,Azamgarh,1048.0,77.6,19.7,2.7,32.08,19.94,26.0,83.2,SUGARCANE,INCEPTISOLS 
894,Uttar Pradesh,Azamgarh,1048.0,74.3,21.4,4.3,32.07,19.83,26.0,83.2,SUGARCANE,INCEPTISOLS 
895,Uttar Pradesh,Azamgarh,1048.0,69.3,26.0,4.7,32.12,19.89,26.0,83.2,SUGARCANE,INCEPTISOLS 
896,Uttar Pradesh,Lucknow,992.0,73.3,23.3,3.3,31.74,19.95,26.9,80.9,SUGARCANE,INCEPTISOLS 
897,Uttar Pradesh,Lucknow,992.0,79.1,19.3,1.7,31.8,20.02,26.9,80.9,SUGARCANE,INCEPTISOLS 
898,Uttar Pradesh,Unnao,946.0,73.8,23.9,2.3,31.96,20.09,26.6,80.5,SUGARCANE,INCEPTISOLS 
899,Uttar Pradesh,Unnao,946.0,72.1,25.8,2.1,32.01,20.18,26.6,80.5,SUGARCANE,INCEPTISOLS 
900,Uttar Pradesh,Sitapur,1099.0,74.0,23.7,2.4,31.34,19.87,27.6,80.8,SUGARCANE,INCEPTISOLS 
901,Uttar Pradesh,Sitapur,1099.0,77.1,21.1,1.7,31.33,19.94,27.6,80.8,SUGARCANE,INCEPTISOLS 
